sentences,sent_tokens,topic,label_topic
"to whom did you apply?""",['apply'],0,say-prince-nothing-pierre-look-please-smile-know-hand
"""to prince vasili.","['prince', 'vasili']",7,say-prince-go-andrew-look-come-count-room-pierre
he was so kind.,['kind'],5,princess-mary-say-give-prince-look-dinner-man-face
"he at once agreed to everything, and put the matter before the emperor,"" said princess anna mikhaylovna enthusiastically, quite forgetting all the humiliation she had endured to gain her end.","['agree', 'everything', 'put', 'matter', 'emperor', 'say', 'princess', 'anna', 'mikhaylovna', 'enthusiastically', 'quite', 'forget', 'humiliation', 'endure', 'gain', 'end']",8,prince-hand-know-say-hold-princess-book-leave-even
"""has prince vasili aged much?""","['prince', 'vasili', 'age', 'much']",7,say-prince-go-andrew-look-come-count-room-pierre
asked the countess.,"['ask', 'count']",1,count-go-pierre-prince-come-know-look-well-let
"""i have not seen him since we acted together at the rumyantsovs' theatricals.","['see', 'since', 'act', 'together', 'rumyantsovs', 'theatricals']",4,dont-say-know-ah-tell-be-dear-do-michael
i expect he has forgotten me.,"['expect', 'forget', 'me']",1,count-go-pierre-prince-come-know-look-well-let
"he paid me attentions in those days,"" said the countess, with a smile.","['pay', 'attentions', 'days', 'say', 'count', 'smile']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"""he is just the same as ever,"" replied anna mikhaylovna, ""overflowing with amiability.","['ever', 'reply', 'anna', 'mikhaylovna', 'overflow', 'amiability']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
his position has not turned his head at all.,"['position', 'turn', 'head', 'all']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"he said to me, 'i am sorry i can do so little for you, dear princess.","['say', 'sorry', 'little', 'dear', 'princess']",7,say-prince-go-andrew-look-come-count-room-pierre
i am at your command.',['command'],0,say-prince-nothing-pierre-look-please-smile-know-hand
"yes, he is a fine fellow and a very kind relation.","['yes', 'fine', 'fellow', 'kind', 'relation']",8,prince-hand-know-say-hold-princess-book-leave-even
"but, nataly, you know my love for my son: i would do anything for his happiness!","['nataly', 'know', 'love', 'son', 'would', 'anything', 'happiness']",2,know-letter-father-man-pierre-see-princess-silent-say
"and my affairs are in such a bad way that my position is now a terrible one,"" continued anna mikhaylovna, sadly, dropping her voice.","['affairs', 'bad', 'way', 'position', 'terrible', 'continue', 'anna', 'mikhaylovna', 'sadly', 'drop', 'voice']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""my wretched lawsuit takes all i have and makes no progress.","['wretched', 'lawsuit', 'take', 'make', 'progress']",1,count-go-pierre-prince-come-know-look-well-let
"would you believe it, i have literally not a penny and don't know how to equip boris.""","['would', 'believe', 'literally', 'penny', 'dont', 'know', 'equip', 'boris']",1,count-go-pierre-prince-come-know-look-well-let
she took out her handkerchief and began to cry.,"['take', 'handkerchief', 'begin', 'cry']",1,count-go-pierre-prince-come-know-look-well-let
"""i need five hundred rubles, and have only one twenty-five-ruble note.","['need', 'hundred', 'rubles', 'twentyfiveruble', 'note']",1,count-go-pierre-prince-come-know-look-well-let
i am in such a state.... my only hope now is in count cyril vladimirovich bezukhov.,"['state', 'hope', 'count', 'cyril', 'vladimirovich', 'bezukhov']",1,count-go-pierre-prince-come-know-look-well-let
"if he will not assist his godson--you know he is bory's godfather--and allow him something for his maintenance, all my trouble will have been thrown away.... i shall not be able to equip him.""","['assist', 'godsonyou', 'know', 'borys', 'godfatherand', 'allow', 'something', 'maintenance', 'trouble', 'throw', 'away', 'shall', 'able', 'equip', 'him']",8,prince-hand-know-say-hold-princess-book-leave-even
the countess' eyes filled with tears and she pondered in silence.,"['count', 'eye', 'fill', 'tear', 'ponder', 'silence']",5,princess-mary-say-give-prince-look-dinner-man-face
"""i often think, though, perhaps it's a sin,"" said the princess, ""that here lives count cyril vladimirovich bezukhov so rich, all alone... that tremendous fortune... and what is his life worth?","['often', 'think', 'though', 'perhaps', 'sin', 'say', 'princess', 'live', 'count', 'cyril', 'vladimirovich', 'bezukhov', 'rich', 'alone', 'tremendous', 'fortune', 'life', 'worth']",1,count-go-pierre-prince-come-know-look-well-let
"it's a burden to him, and bory's life is only just beginning...."" ""surely he will leave something to boris,"" said the countess.","['burden', 'borys', 'life', 'begin', 'surely', 'leave', 'something', 'boris', 'say', 'count']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""heaven only knows, my dear!","['heaven', 'know', 'dear']",7,say-prince-go-andrew-look-come-count-room-pierre
these rich grandees are so selfish.,"['rich', 'grandees', 'selfish']",2,know-letter-father-man-pierre-see-princess-silent-say
"still, i will take boris and go to see him at once, and i shall speak to him straight out.","['still', 'take', 'boris', 'go', 'see', 'shall', 'speak', 'straight', 'out']",7,say-prince-go-andrew-look-come-count-room-pierre
"let people think what they will of me, it's really all the same to me when my son's fate is at stake.""","['let', 'people', 'think', 'really', 'sons', 'fate', 'stake']",3,room-pierre-prince-draw-look-say-laugh-princess-little
the princess rose.,"['princess', 'rise']",7,say-prince-go-andrew-look-come-count-room-pierre
"""it's now two o'clock and you dine at four.","['oclock', 'dine', 'four']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"there will just be time.""",['time'],5,princess-mary-say-give-prince-look-dinner-man-face
"and like a practical petersburg lady who knows how to make the most of time, anna mikhaylovna sent someone to call her son, and went into the anteroom with him.","['like', 'practical', 'petersburg', 'lady', 'know', 'make', 'time', 'anna', 'mikhaylovna', 'send', 'someone', 'call', 'son', 'go', 'anteroom', 'him']",7,say-prince-go-andrew-look-come-count-room-pierre
"""good-by, my dear,"" said she to the countess who saw her to the door, and added in a whisper so that her son should not hear, ""wish me good luck.""","['goodby', 'dear', 'say', 'count', 'saw', 'door', 'add', 'whisper', 'son', 'hear', 'wish', 'good', 'luck']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"""are you going to count cyril vladimirovich, my dear?""","['go', 'count', 'cyril', 'vladimirovich', 'dear']",1,count-go-pierre-prince-come-know-look-well-let
"said the count coming out from the dining hall into the anteroom, and he added: ""if he is better, ask pierre to dine with us.","['say', 'count', 'come', 'din', 'hall', 'anteroom', 'add', 'better', 'ask', 'pierre', 'dine', 'us']",7,say-prince-go-andrew-look-come-count-room-pierre
"he has been to the house, you know, and danced with the children.","['house', 'know', 'dance', 'children']",2,know-letter-father-man-pierre-see-princess-silent-say
"be sure to invite him, my dear.","['sure', 'invite', 'dear']",5,princess-mary-say-give-prince-look-dinner-man-face
we will see how taras distinguishes himself today.,"['see', 'taras', 'distinguish', 'today']",1,count-go-pierre-prince-come-know-look-well-let
"he says count orlov never gave such a dinner as ours will be!""","['say', 'count', 'orlov', 'never', 'give', 'dinner', 'be']",7,say-prince-go-andrew-look-come-count-room-pierre
"chapter xv ""my dear boris,"" said princess anna mikhaylovna to her son as countess rostova's carriage in which they were seated drove over the straw covered street and turned into the wide courtyard of count cyril vladimirovich bezukhov's house.","['chapter', 'xv', 'dear', 'boris', 'say', 'princess', 'anna', 'mikhaylovna', 'son', 'count', 'rostovas', 'carriage', 'seat', 'drive', 'straw', 'cover', 'street', 'turn', 'wide', 'courtyard', 'count', 'cyril', 'vladimirovich', 'bezukhovs', 'house']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"""my dear boris,"" said the mother, drawing her hand from beneath her old mantle and laying it timidly and tenderly on her son's arm, ""be affectionate and attentive to him.","['dear', 'boris', 'say', 'mother', 'draw', 'hand', 'beneath', 'old', 'mantle', 'lay', 'timidly', 'tenderly', 'sons', 'arm', 'affectionate', 'attentive', 'him']",7,say-prince-go-andrew-look-come-count-room-pierre
"count cyril vladimirovich is your godfather after all, your future depends on him.","['count', 'cyril', 'vladimirovich', 'godfather', 'future', 'depend', 'him']",1,count-go-pierre-prince-come-know-look-well-let
"remember that, my dear, and be nice to him, as you so well know how to be.""","['remember', 'dear', 'nice', 'well', 'know', 'be']",4,dont-say-know-ah-tell-be-dear-do-michael
"""if only i knew that anything besides humiliation would come of it..."" answered her son coldly.","['know', 'anything', 'besides', 'humiliation', 'would', 'come', 'answer', 'son', 'coldly']",1,count-go-pierre-prince-come-know-look-well-let
"""but i have promised and will do it for your sake.""","['promise', 'sake']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"although the hall porter saw someone's carriage standing at the entrance, after scrutinizing the mother and son (who without asking to be announced had passed straight through the glass porch between the rows of statues in niches) and looking significantly at the lady's old cloak, he asked whether they wanted the count or the princesses, and, hearing that they wished to see the count, said his excellency was worse today, and that his excellency was not receiving anyone.","['although', 'hall', 'porter', 'saw', 'someones', 'carriage', 'stand', 'entrance', 'scrutinize', 'mother', 'son', 'without', 'ask', 'announce', 'pass', 'straight', 'glass', 'porch', 'row', 'statues', 'niches', 'look', 'significantly', 'ladys', 'old', 'cloak', 'ask', 'whether', 'want', 'count', 'princesses', 'hear', 'wish', 'see', 'count', 'say', 'excellency', 'worse', 'today', 'excellency', 'receive', 'anyone']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"""we may as well go back,"" said the son in french.","['well', 'go', 'back', 'say', 'son', 'french']",7,say-prince-go-andrew-look-come-count-room-pierre
"""my dear!""",['dear'],7,say-prince-go-andrew-look-come-count-room-pierre
"exclaimed his mother imploringly, again laying her hand on his arm as if that touch might soothe or rouse him.","['exclaim', 'mother', 'imploringly', 'lay', 'hand', 'arm', 'touch', 'might', 'soothe', 'rouse', 'him']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"boris said no more, but looked inquiringly at his mother without taking off his cloak.","['boris', 'say', 'look', 'inquiringly', 'mother', 'without', 'take', 'cloak']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"""my friend,"" said anna mikhaylovna in gentle tones, addressing the hall porter, ""i know count cyril vladimirovich is very ill... that's why i have come... i am a relation.","['friend', 'say', 'anna', 'mikhaylovna', 'gentle', 'tone', 'address', 'hall', 'porter', 'know', 'count', 'cyril', 'vladimirovich', 'ill', 'thats', 'come', 'relation']",1,count-go-pierre-prince-come-know-look-well-let
"i shall not disturb him, my friend... i only need see prince vasili sergeevich: he is staying here, is he not?","['shall', 'disturb', 'friend', 'need', 'see', 'prince', 'vasili', 'sergeevich', 'stay', 'not']",7,say-prince-go-andrew-look-come-count-room-pierre
"please announce me.""","['please', 'announce', 'me']",1,count-go-pierre-prince-come-know-look-well-let
"the hall porter sullenly pulled a bell that rang upstairs, and turned away.","['hall', 'porter', 'sullenly', 'pull', 'bell', 'ring', 'upstairs', 'turn', 'away']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""princess drubetskaya to see prince vasili sergeevich,"" he called to a footman dressed in knee breeches, shoes, and a swallow-tail coat, who ran downstairs and looked over from the halfway landing.","['princess', 'drubetskaya', 'see', 'prince', 'vasili', 'sergeevich', 'call', 'footman', 'dress', 'knee', 'breeches', 'shoe', 'swallowtail', 'coat', 'run', 'downstairs', 'look', 'halfway', 'land']",7,say-prince-go-andrew-look-come-count-room-pierre
"the mother smoothed the folds of her dyed silk dress before a large venetian mirror in the wall, and in her trodden-down shoes briskly ascended the carpeted stairs.","['mother', 'smooth', 'fold', 'dye', 'silk', 'dress', 'large', 'venetian', 'mirror', 'wall', 'troddendown', 'shoe', 'briskly', 'ascend', 'carpet', 'stairs']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"""my dear,"" she said to her son, once more stimulating him by a touch, ""you promised me!""","['dear', 'say', 'son', 'stimulate', 'touch', 'promise', 'me']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"the son, lowering his eyes, followed her quietly.","['son', 'lower', 'eye', 'follow', 'quietly']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"they entered the large hall, from which one of the doors led to the apartments assigned to prince vasili.","['enter', 'large', 'hall', 'doors', 'lead', 'apartments', 'assign', 'prince', 'vasili']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"just as the mother and son, having reached the middle of the hall, were about to ask their way of an elderly footman who had sprung up as they entered, the bronze handle of one of the doors turned and prince vasili came out--wearing a velvet coat with a single star on his breast, as was his custom when at home--taking leave of a good-looking, dark-haired man.","['mother', 'son', 'reach', 'middle', 'hall', 'ask', 'way', 'elderly', 'footman', 'spring', 'enter', 'bronze', 'handle', 'doors', 'turn', 'prince', 'vasili', 'come', 'outwear', 'velvet', 'coat', 'single', 'star', 'breast', 'custom', 'hometaking', 'leave', 'goodlooking', 'darkhaired', 'man']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"this was the celebrated petersburg doctor, lorrain.","['celebrate', 'petersburg', 'doctor', 'lorrain']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""then it is certain?""",['certain'],7,say-prince-go-andrew-look-come-count-room-pierre
said the prince.,"['say', 'prince']",7,say-prince-go-andrew-look-come-count-room-pierre
"""prince, humanum est errare,* but..."" replied the doctor, swallowing his r's, and pronouncing the latin words with a french accent.","['prince', 'humanum', 'est', 'errare', 'reply', 'doctor', 'swallow', 'rs', 'pronounce', 'latin', 'word', 'french', 'accent']",7,say-prince-go-andrew-look-come-count-room-pierre
to err is human.,"['err', 'human']",2,know-letter-father-man-pierre-see-princess-silent-say
"""very well, very well..."" seeing anna mikhaylovna and her son, prince vasili dismissed the doctor with a bow and approached them silently and with a look of inquiry.","['well', 'well', 'see', 'anna', 'mikhaylovna', 'son', 'prince', 'vasili', 'dismiss', 'doctor', 'bow', 'approach', 'silently', 'look', 'inquiry']",1,count-go-pierre-prince-come-know-look-well-let
"the son noticed that an expression of profound sorrow suddenly clouded his mother's face, and he smiled slightly.","['son', 'notice', 'expression', 'profound', 'sorrow', 'suddenly', 'cloud', 'mother', 'face', 'smile', 'slightly']",5,princess-mary-say-give-prince-look-dinner-man-face
"""ah, prince!","['ah', 'prince']",4,dont-say-know-ah-tell-be-dear-do-michael
in what sad circumstances we meet again!,"['sad', 'circumstances', 'meet', 'again']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"and how is our dear invalid?""","['dear', 'invalid']",7,say-prince-go-andrew-look-come-count-room-pierre
"said she, as though unaware of the cold offensive look fixed on her.","['say', 'though', 'unaware', 'cold', 'offensive', 'look', 'fix', 'her']",0,say-prince-nothing-pierre-look-please-smile-know-hand
prince vasili stared at her and at boris questioningly and perplexed.,"['prince', 'vasili', 'star', 'boris', 'questioningly', 'perplex']",7,say-prince-go-andrew-look-come-count-room-pierre
boris bowed politely.,"['boris', 'bow', 'politely']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"prince vasili without acknowledging the bow turned to anna mikhaylovna, answering her query by a movement of the head and lips indicating very little hope for the patient.","['prince', 'vasili', 'without', 'acknowledge', 'bow', 'turn', 'anna', 'mikhaylovna', 'answer', 'query', 'movement', 'head', 'lips', 'indicate', 'little', 'hope', 'patient']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""is it possible?""",['possible'],7,say-prince-go-andrew-look-come-count-room-pierre
exclaimed anna mikhaylovna.,"['exclaim', 'anna', 'mikhaylovna']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""oh, how awful!","['oh', 'awful']",1,count-go-pierre-prince-come-know-look-well-let
"it is terrible to think.... this is my son,"" she added, indicating boris.","['terrible', 'think', 'son', 'add', 'indicate', 'boris']",1,count-go-pierre-prince-come-know-look-well-let
"""he wanted to thank you himself.""","['want', 'thank', 'himself']",0,say-prince-nothing-pierre-look-please-smile-know-hand
boris bowed again politely.,"['boris', 'bow', 'politely']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""believe me, prince, a mother's heart will never forget what you have done for us.""","['believe', 'prince', 'mother', 'heart', 'never', 'forget', 'do', 'us']",4,dont-say-know-ah-tell-be-dear-do-michael
"""i am glad i was able to do you a service, my dear anna mikhaylovna,"" said prince vasili, arranging his lace frill, and in tone and manner, here in moscow to anna mikhaylovna whom he had placed under an obligation, assuming an air of much greater importance than he had done in petersburg at anna scherer's reception.","['glad', 'able', 'service', 'dear', 'anna', 'mikhaylovna', 'say', 'prince', 'vasili', 'arrange', 'lace', 'frill', 'tone', 'manner', 'moscow', 'anna', 'mikhaylovna', 'place', 'obligation', 'assume', 'air', 'much', 'greater', 'importance', 'do', 'petersburg', 'anna', 'scherers', 'reception']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""try to serve well and show yourself worthy,"" added he, addressing boris with severity.","['try', 'serve', 'well', 'show', 'worthy', 'add', 'address', 'boris', 'severity']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"""i am glad.... are you here on leave?""","['glad', 'leave']",7,say-prince-go-andrew-look-come-count-room-pierre
he went on in his usual tone of indifference.,"['go', 'usual', 'tone', 'indifference']",1,count-go-pierre-prince-come-know-look-well-let
"""i am awaiting orders to join my new regiment, your excellency,"" replied boris, betraying neither annoyance at the prince's brusque manner nor a desire to enter into conversation, but speaking so quietly and respectfully that the prince gave him a searching glance.","['await', 'order', 'join', 'new', 'regiment', 'excellency', 'reply', 'boris', 'betray', 'neither', 'annoyance', 'princes', 'brusque', 'manner', 'desire', 'enter', 'conversation', 'speak', 'quietly', 'respectfully', 'prince', 'give', 'search', 'glance']",5,princess-mary-say-give-prince-look-dinner-man-face
"""are you living with your mother?""","['live', 'mother']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"""i am living at countess rostova's,"" replied boris, again adding, ""your excellency.""","['live', 'count', 'rostovas', 'reply', 'boris', 'add', 'excellency']",1,count-go-pierre-prince-come-know-look-well-let
"""that is, with ilya rostov who married nataly shinshina,"" said anna mikhaylovna.","['ilya', 'rostov', 'marry', 'nataly', 'shinshina', 'say', 'anna', 'mikhaylovna']",4,dont-say-know-ah-tell-be-dear-do-michael
"""i know, i know,"" answered prince vasili in his monotonous voice.","['know', 'know', 'answer', 'prince', 'vasili', 'monotonous', 'voice']",7,say-prince-go-andrew-look-come-count-room-pierre
"""i never could understand how nataly made up her mind to marry that unlicked bear!","['never', 'could', 'understand', 'nataly', 'make', 'mind', 'marry', 'unlicked', 'bear']",4,dont-say-know-ah-tell-be-dear-do-michael
"a perfectly absurd and stupid fellow, and a gambler too, i am told.""","['perfectly', 'absurd', 'stupid', 'fellow', 'gambler', 'tell']",1,count-go-pierre-prince-come-know-look-well-let
"""but a very kind man, prince,"" said anna mikhaylovna with a pathetic smile, as though she too knew that count rostov deserved this censure, but asked him not to be too hard on the poor old man.","['kind', 'man', 'prince', 'say', 'anna', 'mikhaylovna', 'pathetic', 'smile', 'though', 'know', 'count', 'rostov', 'deserve', 'censure', 'ask', 'hard', 'poor', 'old', 'man']",7,say-prince-go-andrew-look-come-count-room-pierre
"""what do the doctors say?""","['doctor', 'say']",7,say-prince-go-andrew-look-come-count-room-pierre
"asked the princess after a pause, her worn face again expressing deep sorrow.","['ask', 'princess', 'pause', 'wear', 'face', 'express', 'deep', 'sorrow']",5,princess-mary-say-give-prince-look-dinner-man-face
"""they give little hope,"" replied the prince.","['give', 'little', 'hope', 'reply', 'prince']",1,count-go-pierre-prince-come-know-look-well-let
"""and i should so like to thank uncle once for all his kindness to me and boris.","['like', 'thank', 'uncle', 'kindness', 'boris']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"he is his godson,"" she added, her tone suggesting that this fact ought to give prince vasili much satisfaction.","['godson', 'add', 'tone', 'suggest', 'fact', 'ought', 'give', 'prince', 'vasili', 'much', 'satisfaction']",1,count-go-pierre-prince-come-know-look-well-let
prince vasili became thoughtful and frowned.,"['prince', 'vasili', 'become', 'thoughtful', 'frown']",7,say-prince-go-andrew-look-come-count-room-pierre
"anna mikhaylovna saw that he was afraid of finding in her a rival for count bezukhov's fortune, and hastened to reassure him.","['anna', 'mikhaylovna', 'saw', 'afraid', 'find', 'rival', 'count', 'bezukhovs', 'fortune', 'hasten', 'reassure', 'him']",1,count-go-pierre-prince-come-know-look-well-let
"""if it were not for my sincere affection and devotion to uncle,"" said she, uttering the word with peculiar assurance and unconcern, ""i know his character: noble, upright... but you see he has no one with him except the young princesses.... they are still young...."" she bent her head and continued in a whisper: ""has he performed his final duty, prince?","['sincere', 'affection', 'devotion', 'uncle', 'say', 'utter', 'word', 'peculiar', 'assurance', 'unconcern', 'know', 'character', 'noble', 'upright', 'see', 'except', 'young', 'princesses', 'still', 'young', 'bend', 'head', 'continue', 'whisper', 'perform', 'final', 'duty', 'prince']",0,say-prince-nothing-pierre-look-please-smile-know-hand
how priceless are those last moments!,"['priceless', 'last', 'moments']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"it can make things no worse, and it is absolutely necessary to prepare him if he is so ill. we women, prince,"" and she smiled tenderly, ""always know how to say these things.","['make', 'things', 'worse', 'absolutely', 'necessary', 'prepare', 'ill', 'women', 'prince', 'smile', 'tenderly', 'always', 'know', 'say', 'things']",4,dont-say-know-ah-tell-be-dear-do-michael
"i absolutely must see him, however painful it may be for me.","['absolutely', 'must', 'see', 'painful', 'me']",1,count-go-pierre-prince-come-know-look-well-let
"i am used to suffering.""","['use', 'suffer']",4,dont-say-know-ah-tell-be-dear-do-michael
"evidently the prince understood her, and also understood, as he had done at anna pavlovna's, that it would be difficult to get rid of anna mikhaylovna.","['evidently', 'prince', 'understand', 'understand', 'do', 'anna', 'pavlovnas', 'would', 'difficult', 'get', 'rid', 'anna', 'mikhaylovna']",8,prince-hand-know-say-hold-princess-book-leave-even
"""would not such a meeting be too trying for him, dear anna mikhaylovna?""","['would', 'meet', 'try', 'dear', 'anna', 'mikhaylovna']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
said he.,"['say', 'he']",7,say-prince-go-andrew-look-come-count-room-pierre
"""let us wait until evening.","['let', 'us', 'wait', 'even']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"the doctors are expecting a crisis.""","['doctor', 'expect', 'crisis']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""but one cannot delay, prince, at such a moment!","['cannot', 'delay', 'prince', 'moment']",0,say-prince-nothing-pierre-look-please-smile-know-hand
consider that the welfare of his soul is at stake.,"['consider', 'welfare', 'soul', 'stake']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"ah, it is awful: the duties of a christian..."" a door of one of the inner rooms opened and one of the princesses, the count's niece, entered with a cold, stern face.","['ah', 'awful', 'duties', 'christian', 'door', 'inner', 'room', 'open', 'princesses', 'count', 'niece', 'enter', 'cold', 'stern', 'face']",3,room-pierre-prince-draw-look-say-laugh-princess-little
the length of her body was strikingly out of proportion to her short legs.,"['length', 'body', 'strikingly', 'proportion', 'short', 'legs']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
prince vasili turned to her.,"['prince', 'vasili', 'turn', 'her']",7,say-prince-go-andrew-look-come-count-room-pierre
"""well, how is he?""","['well', 'he']",7,say-prince-go-andrew-look-come-count-room-pierre
"""still the same; but what can you expect, this noise..."" said the princess, looking at anna mikhaylovna as at a stranger.","['still', 'expect', 'noise', 'say', 'princess', 'look', 'anna', 'mikhaylovna', 'stranger']",7,say-prince-go-andrew-look-come-count-room-pierre
"""ah, my dear, i hardly knew you,"" said anna mikhaylovna with a happy smile, ambling lightly up to the count's niece.","['ah', 'dear', 'hardly', 'know', 'say', 'anna', 'mikhaylovna', 'happy', 'smile', 'amble', 'lightly', 'count', 'niece']",7,say-prince-go-andrew-look-come-count-room-pierre
"""i have come, and am at your service to help you nurse my uncle.","['come', 'service', 'help', 'nurse', 'uncle']",7,say-prince-go-andrew-look-come-count-room-pierre
"i imagine what you have gone through,"" and she sympathetically turned up her eyes.","['imagine', 'go', 'sympathetically', 'turn', 'eye']",4,dont-say-know-ah-tell-be-dear-do-michael
"the princess gave no reply and did not even smile, but left the room as anna mikhaylovna took off her gloves and, occupying the position she had conquered, settled down in an armchair, inviting prince vasili to take a seat beside her.","['princess', 'give', 'reply', 'even', 'smile', 'leave', 'room', 'anna', 'mikhaylovna', 'take', 'gloves', 'occupy', 'position', 'conquer', 'settle', 'armchair', 'invite', 'prince', 'vasili', 'take', 'seat', 'her']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""boris,"" she said to her son with a smile, ""i shall go in to see the count, my uncle; but you, my dear, had better go to pierre meanwhile and don't forget to give him the rostovs' invitation.","['boris', 'say', 'son', 'smile', 'shall', 'go', 'see', 'count', 'uncle', 'dear', 'better', 'go', 'pierre', 'meanwhile', 'dont', 'forget', 'give', 'rostovs', 'invitation']",7,say-prince-go-andrew-look-come-count-room-pierre
they ask him to dinner.,"['ask', 'dinner']",5,princess-mary-say-give-prince-look-dinner-man-face
"i suppose he won't go?""","['suppose', 'wont', 'go']",7,say-prince-go-andrew-look-come-count-room-pierre
"she continued, turning to the prince.","['continue', 'turn', 'prince']",7,say-prince-go-andrew-look-come-count-room-pierre
"""on the contrary,"" replied the prince, who had plainly become depressed, ""i shall be only too glad if you relieve me of that young man.... here he is, and the count has not once asked for him.""","['contrary', 'reply', 'prince', 'plainly', 'become', 'depress', 'shall', 'glad', 'relieve', 'young', 'man', 'count', 'ask', 'him']",7,say-prince-go-andrew-look-come-count-room-pierre
he shrugged his shoulders.,"['shrug', 'shoulder']",1,count-go-pierre-prince-come-know-look-well-let
"a footman conducted boris down one flight of stairs and up another, to pierre's rooms.","['footman', 'conduct', 'boris', 'flight', 'stairs', 'another', 'pierres', 'room']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"chapter xvi pierre, after all, had not managed to choose a career for himself in petersburg, and had been expelled from there for riotous conduct and sent to moscow.","['chapter', 'xvi', 'pierre', 'manage', 'choose', 'career', 'petersburg', 'expel', 'riotous', 'conduct', 'send', 'moscow']",4,dont-say-know-ah-tell-be-dear-do-michael
the story told about him at count rostov's was true.,"['story', 'tell', 'count', 'rostovs', 'true']",1,count-go-pierre-prince-come-know-look-well-let
pierre had taken part in tying a policeman to a bear.,"['pierre', 'take', 'part', 'tie', 'policeman', 'bear']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
he had now been for some days in moscow and was staying as usual at his father's house.,"['days', 'moscow', 'stay', 'usual', 'father', 'house']",2,know-letter-father-man-pierre-see-princess-silent-say
"though he expected that the story of his escapade would be already known in moscow and that the ladies about his father- who were never favorably disposed toward him--would have used it to turn the count against him, he nevertheless on the day of his arrival went to his father's part of the house.","['though', 'expect', 'story', 'escapade', 'would', 'already', 'know', 'moscow', 'ladies', 'father', 'never', 'favorably', 'dispose', 'toward', 'himwould', 'use', 'turn', 'count', 'nevertheless', 'day', 'arrival', 'go', 'father', 'part', 'house']",7,say-prince-go-andrew-look-come-count-room-pierre
"entering the drawing room, where the princesses spent most of their time, he greeted the ladies, two of whom were sitting at embroidery frames while a third read aloud.","['enter', 'draw', 'room', 'princesses', 'spend', 'time', 'greet', 'ladies', 'sit', 'embroidery', 'frame', 'third', 'read', 'aloud']",3,room-pierre-prince-draw-look-say-laugh-princess-little
it was the eldest who was reading--the one who had met anna mikhaylovna.,"['eldest', 'readingthe', 'meet', 'anna', 'mikhaylovna']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
the two younger ones were embroidering: both were rosy and pretty and they differed only in that one had a little mole on her lip which made her much prettier.,"['younger', 'ones', 'embroider', 'rosy', 'pretty', 'differ', 'little', 'mole', 'lip', 'make', 'much', 'prettier']",5,princess-mary-say-give-prince-look-dinner-man-face
pierre was received as if he were a corpse or a leper.,"['pierre', 'receive', 'corpse', 'leper']",5,princess-mary-say-give-prince-look-dinner-man-face
